sncRNA	gene_type	aCM_1_salmon	aCM_2_salmon	aCM_1_fc	aCM_2_fc
URS0000465692_GR_chr1_24615639_24615709_71_+	tRNA	1.6990348151778238	2.142820121505823	648.3026263799176	973.6927232447579
URS00001B1E5D_GR_chr1_24615640_24615708_69_-	tRNA	228.55054921841665	315.9503510958939	611.748934383663	917.9404826211135
URS000076CBF1_GR_chr1_24615640_24615708_69_+	tRNA	2322.0961603830046	3207.306746727648	611.748934383663	917.9404826211135
mmu_piR_000164_DQ539915	piRNA	24.829687261294907	31.788635787849646	65.15725833454356	95.88214850333071
URS00002504CA_GR_chr1_34434812_34434883_72_-	tRNA	52.996699769647606	60.20743178172392	24.136754921679433	30.2291163148147
URS000062A99D_GR_chr1_34752926_34752992_67_+	tRNA	7.9849167644674495	29.688849625327496	602.0417488070311	1562.8683990654472
URS000014F9B4_GR_chr1_39548747_39548840_94_-	misc_RNA	7.485420864725637	8.208711473954443	13.507683361747237	13.501276466732877
URS00000CF3E5_GR_chr1_46076130_46076158_29_-	piRNA	1.966815828488041	5.472473671106719	36.50006744029528	72.46382301431272
URS000001620C_GR_chr1_47430919_47430946_28_+	piRNA	32.694600589189804	33.74474198005293	13.08210975807026	12.703577222973111
URS0000350591_GR_chr1_56782346_56782368_23_-	piRNA	18.71075946914511	15.85081769905745	100.39543728779664	118.1190987536284
URS00006DB8ED_GR_chr1_59691934_59692020_87_+	snoRNA	15.076363113227524	21.77544957411871	13.788356569534196	21.417574396653162
URS0000346468_GR_chr1_59691958_59692010_53_+	snoRNA	6.369466727046786	9.708663891614753	3.8564042370728653	6.368587984147258
URS00006FC944_GR_chr1_59692509_59692592_84_+	snoRNA	6.9439957828247625	7.788935383441343	8.626707821452053	10.574934132288085
URS00006A974A_GR_chr1_59704258_59704338_81_+	snoRNA	32.58896419016777	41.767853202949865	37.08080997185448	49.43350884223221
URS00006364F9_GR_chr1_59704790_59704873_84_+	snoRNA	44.14738252270278	48.71112439470698	43.25790243916587	49.75974182099809
URS000054E810_GR_chr1_59704808_59704870_63_+	snoRNA	37.5532416797878	42.71138178980834	21.254720275866987	25.672692917034734
URS000062FA02_GR_chr1_63178677_63178754_78_+	snoRNA	10.40656038239243	11.588768153439467	10.671286635900152	13.057989794589204
mmu_piR_006854_DQ562105	piRNA	3.9102267350234405	4.2413091422851386	19.34591427331583	30.540175666661234
mmu_piR_003861_DQ551040	piRNA	3.1037109076618634	1.5290737817989148	51.398566412986845	33.32995535883194
URS000075DD14_GR_chr1_74394310_74394394_85_+	precursor_RNA	5.589715083490928	3.695740288842094	809.1842808938032	571.0692035839356
URS0000EFDB1A_GR_chr1_74394323_74394381_59_+	precursor_RNA	2023.960894739663	1283.771219754406	809.0701860938898	570.9608205345118
URS00000E73CB_GR_chr1_74394324_74394345_22_+	miRNA	532.93505560794	393.5528579781142	794.8939072046501	560.1225155921237
URS000003ABC4_GR_chr1_74394360_74394381_22_+	miRNA	28.200035835445036	17.861436732468302	10.553768991989351	7.207472786688098
URS00006DA677_GR_chr1_74816747_74816817_71_-	tRNA	129.21271648976415	127.63710986585947	31.58828630402348	43.79542261120191
URS0000459550_GR_chr1_79681180_79681217_38_-	piRNA	3.2862819573751425	1.7705065860086766	NA	NA
URS0000759AEF_GR_chr1_84695839_84695915_77_+	precursor_RNA	2.5559967376766517	3.943401179033623	NA	NA
URS000053D4AB_GR_chr1_86352008_86352087_80_-	snoRNA	53.58465430325695	64.38204630000602	59.28137613900354	78.6741717463011
URS00005BB0E5_GR_chr1_86356260_86356327_68_-	snoRNA	18.497472202890936	17.989480389384514	8.673486689416546	9.291678827109333
URS00004BC597_GR_chr1_86356260_86356330_71_-	snoRNA	8.249211590816081	8.648591488108522	10.334706976155626	11.343369952703403
URS0000EFF423_GR_chr1_92850380_92850442_63_+	precursor_RNA	3641.6497246766235	2317.867333560993	914.52002301785	633.5498639158147
mmu_piR_003040_DQ548430	piRNA	3.1491569021438157	3.320683828958589	NA	NA
mmu_piR_000802_DQ541470	piRNA	146.9940605566413	331.92618675509516	453.3271637559102	886.3706679849254
URS00004B72D4_GR_chr1_122357213_122357238_26_-	piRNA	4.016567177073632	2.8971917159284124	15.823807799989224	9.740384651724202
URS000075C4FA_GR_chr1_128202361_128202430_70_+	precursor_RNA	96.67111918479556	42.495539725306635	90.02079713167133	42.54901754282727
URS000061CA23_GR_chr1_128202404_128202425_22_+	miRNA	366.32907717991384	161.67937127926083	80.82247436265315	37.83435489288844
mmu_piR_002962_DQ548183	piRNA	15.062126403603433	14.646915394605841	772.283740705812	1225.362499328987
URS000022DD4A_GR_chr1_133033962_133034034_73_+	tRNA	1.177755436223434	1.253720866108105	138.03188893522938	168.50529460029654
URS000040870A_GR_chr1_136364925_136364941_17_+	piRNA	0.9128562694117689	1.1266860972141002	1.5630987588135579	2.498229289220461
URS000014E95A_GR_chr1_136364936_136364963_28_+	piRNA	14.51441223361822	22.876629731097374	75.62089243460132	182.27210953811792
mmu_piR_000870_DQ541630	piRNA	10.303473034276132	10.394927322536269	22.036269655273763	25.74097423817178
URS00001677A4_GR_chr1_136364994_136365025_32_+	piRNA	10.668378297575284	9.444916573709598	37.9445076071989	52.24713280527616
URS00006EEDFD_GR_chr1_137966460_137966535_76_+	precursor_RNA	7.905760413954612	11.358444402574902	1701.4147438005718	1595.8482771746399
URS0000EFDFA2_GR_chr1_137966467_137966529_63_+	precursor_RNA	363.3532741145766	360.13842961225043	1701.4147438005718	1595.8482771746399
URS00003DA300_GR_chr1_137966468_137966490_23_+	miRNA	8216.034772475432	7348.190790299143	3257.239959119651	3047.7367689520097
URS000003F252_GR_chr1_137966508_137966529_22_+	miRNA	27.38530220280066	31.021777390475314	10.696387491881099	13.79174303918888
URS000075CE6A_GR_chr1_137966639_137966718_80_+	precursor_RNA	1.1422034751328984	1.0084933661062836	161.02655490977568	102.44690980693521
URS0000EFF425_GR_chr1_137966649_137966710_62_+	precursor_RNA	64.77198377176406	41.60349892774638	161.0128635337861	102.41981404457924
URS0000574E81_GR_chr1_137966650_137966673_24_+	miRNA	798.9780633307221	432.5085356116972	320.07128314505565	203.69185159575954
URS000075E3D7_GR_chr1_159340358_159340423_66_+	precursor_RNA	88.97199829200176	70.90280460306133	59.491310570844185	53.24967601244706
mmu_piR_010309_DQ686298	piRNA	4.655452026810599	2.494713105673332	2.4153869141666444	1.4815962856244556
URS0000669D2D_GR_chr1_161035394_161035473_80_+	snoRNA	43.561436332231274	34.53166335227348	190.21885041561782	149.53500945963464
URS00002AE04B_GR_chr1_161035414_161035469_56_+	snoRNA	276.48592415214034	206.82053363864017	166.82599358937375	131.0535318718744
URS00000C2968_GR_chr1_161035848_161035913_66_+	snoRNA	101.53373340559986	121.31758232349816	128.24483699865806	162.25267647903283
URS0000622BBE_GR_chr1_161035850_161035911_62_+	snoRNA	115.45216896235647	137.9811101073975	107.04260033075124	138.1016815759094
URS00006A36AB_GR_chr1_161036057_161036139_83_+	snoRNA	7.85056228358861	9.496351806680686	4.127949860866754	5.980576667209763
URS00007240AE_GR_chr1_161036682_161036741_60_+	snoRNA	129.5342848251297	122.48684388216714	160.84400322991425	162.45101745947852
URS0000185B4A_GR_chr1_161036984_161037049_66_+	snoRNA	12.323557595368126	9.818262212293702	15.402797988308784	13.33545040111434
URS0000171001_GR_chr1_161037356_161037439_84_+	snoRNA	52.03280055083498	65.26730120516763	20.937536732107738	28.167670714772477
URS00006DCC41_GR_chr1_161037604_161037680_77_+	snoRNA	112.28130480412156	112.91001415165175	45.04576795380882	48.49166014273868
URS0000716DA8_GR_chr1_161038082_161038158_77_+	snoRNA	46.19640566825296	44.83799263721625	21.870832195399338	23.041152477022898
URS0000468811_GR_chr1_161038089_161038158_70_+	snoRNA	9.76167568409454	12.140118847730776	4.163319248839907	4.4263637384713075
URS00005D7343_GR_chr1_161038308_161038383_76_+	snoRNA	21.505376771945247	20.071417068997953	557.1408812491122	467.8473549736197
URS00002181D9_GR_chr1_161038312_161038378_67_+	snoRNA	398.2274806468102	377.891184051803	551.569632169341	461.48852146392056
mmu_piR_034793_DQ722288	piRNA	913.1283808511672	639.3126474939108	372.3403928813817	273.7268104724831
URS0000EFE8AD_GR_chr1_162217843_162217904_62_+	precursor_RNA	10.687932590766843	6.563884477435061	52.30447912429923	87.25377393869553
URS00007E4957_GR_chr1_162217882_162217904_23_+	miRNA	310.4646859537079	404.08817356824676	107.79220316618226	172.6173474954386
URS00003F2D94_GR_chr1_162217883_162217904_22_+	miRNA	269.8376900738388	452.75594705385	91.03966369489798	149.07438149958313
URS0000EFCCF7_GR_chr1_162223396_162223459_64_+	precursor_RNA	3.1711622450849393	3.3613169633294904	10.504708228026589	18.954027683248338
URS0000EFE862_GR_chr1_162223397_162223419_23_+	miRNA	3.218834703333573	6.537426074682014	1.7684693986576752	3.0347253838686727
URS000042BD45_GR_chr1_162223437_162223459_23_+	miRNA	15.244694390780579	26.07472544335571	7.898782998004571	14.979621260874618
URS00005DB87D_GR_chr1_165641634_165641705_72_+	tRNA	1.0018699028824614	2.1714559038734325	41.567017504449304	81.09544907043062
URS000059D2BF_GR_chr1_171033942_171034015_74_-	tRNA	5.5685532991127875	5.597349438979087	9.85436786852022	11.668519100975047
URS00006174C2_GR_chr1_171037029_171037100_72_-	tRNA	75.48236883574705	104.32899720298654	66.0414930338724	102.6170711945307
URS0000576CB4_GR_chr1_171037031_171037064_34_-	piRNA	4.718341206245	3.8246470947629234	1.1135652471547683	1.122848392031409
URS000034AAC2_GR_chr1_171037997_171038068_72_-	tRNA	35.19565440784464	58.72091411549258	19.764642188998003	62.75270178593296
URS00000FB60D_GR_chr1_171038614_171038696_83_+	tRNA	75.38159098015474	29.401651222848628	31.01895325245562	40.01285418630845
URS000013B42D_GR_chr1_171044985_171045055_71_+	tRNA	1689.5620969235347	1907.069461693624	257.7276025763765	371.03744756722057
URS00003CAAD9_GR_chr1_171064164_171064235_72_-	tRNA	1401.5982140686365	1700.0888447068312	263.41636930005853	388.69521397935927
URS000042F13F_GR_chr1_171065984_171066066_83_+	tRNA	141.51066822054736	205.492806692859	38.61538503068969	49.01515027145602
URS000063FB43_GR_chr1_171066631_171066701_71_+	tRNA	385.547767453867	545.2675680103036	142.16782543209007	223.91504478776156
URS000044730B_GR_chr1_171111443_171111518_76_+	tRNA	2326.742651429098	2445.576547483373	103.10062499374332	116.67218504381961
URS0000EFC697_GR_chr1_176772340_176772400_61_-	precursor_RNA	10.223584737628169	7.725647570190189	4.748625572395641	4.226938927531366
URS0000D50202_GR_chr1_176772341_176772363_23_-	miRNA	4.746810542111676	4.6676673485174245	1.4832323988741791	1.571554216646277
mmu_piR_000685_DQ541194	piRNA	6.19750328164327	10.38160477725357	25.750055392454883	43.381399362402675
URS00006AF234_GR_chr1_181813607_181813700_94_-	snRNA	32.37601992796019	37.46149351464994	NA	NA
URS000075BFD6_GR_chr1_184822407_184822488_82_-	precursor_RNA	6.024851105892242	5.231041511759866	2.2476675582939483	1.86093695860804
URS0000368020_GR_chr1_184822408_184822429_22_-	misc_RNA	3.1037109076618634	2.1728942705934915	NA	NA
URS0000759F98_GR_chr1_185242975_185243043_69_+	precursor_RNA	21.726118251140413	16.578484230664035	16.43535592752504	13.79174303918888
URS000036FA83_GR_chr1_185243012_185243033_22_+	miRNA	2.0994267054634	3.3799509219678368	2.9573372137552867	3.955981303971663
URS0000EFF0FE_GR_chr1_185313324_185313381_58_+	precursor_RNA	9.04718906744656	10.001104062255024	12.693046490365571	11.029059109374149
URS0000EFD313_GR_chr1_185313609_185313668_60_+	precursor_RNA	26.95190025641264	16.900865063769672	27.72503637895581	21.495610192238356
URS0000EFC89A_GR_chr1_185313610_185313631_22_+	miRNA	39.04767764371294	30.741901406335955	27.420403263187037	21.351460736504592
URS00001E1DBA_GR_chr1_193632881_193632915_35_+	piRNA	21.54264579495947	36.12801406928288	32.053793087670144	65.93049279504115
URS0000254AE9_GR_chr1_193632895_193632916_22_+	piRNA	1.4066003860192047	1.9707345848780986	12.444319826554363	27.90538373516669
URS000005DA8B_GR_chr1_193632896_193632917_22_+	piRNA	125.47164587535818	283.2316617765465	35.785833992837404	76.28974465897572
URS00003266AE_GR_chr1_195037044_195037115_72_+	precursor_RNA	2.5609468169084897	3.4497228317759046	10.961087427680184	16.217355685295338
URS0000EFE3B1_GR_chr1_195037049_195037113_65_+	precursor_RNA	12.166722057602602	7.9346769804824895	10.504708228026589	15.621248913463994
URS000024463E_GR_chr1_195037091_195037113_23_+	miRNA	45.63972643416917	76.07933359604507	16.988715707105023	30.530421192213087
URS000075B799_GR_chr1_195037547_195037634_88_+	precursor_RNA	174.86542977853446	122.57485702910155	379.44507607198904	296.867675354976
URS000042E914_GR_chr1_195037561_195037622_62_+	precursor_RNA	140.00268563847283	101.53891592663149	378.77419864849827	296.36694566663766
URS0000272A3D_GR_chr1_195037600_195037621_22_+	miRNA	898.435682055882	657.7952913075196	347.79631952401144	272.4576449637295
URS0000641E73_GR_chr10_12922571_12922653_83_-	tRNA	6.540729191958271	6.634316081999739	8.22167128175949	10.839388772882357
URS000084452F_GR_chr10_23785750_23785823_74_-	snoRNA	2.429336368402342	1.5540522241742283	32.833060571078654	24.985544383687326
URS000003BA79_GR_chr10_23785754_23785821_68_-	snoRNA	99.99977235037788	70.13131576756398	32.804536871100304	24.877161334263445
URS000013F7CA_GR_chr10_23785755_23785809_55_-	misc_RNA	1.6364906814807632	1.951597633170195	1.3406138989824312	1.3092672370404845
URS00006E82CC_GR_chr10_23786470_23786543_74_-	snoRNA	163.40124772441757	209.40260696755186	201.248394723246	277.13003822439293
URS0000650E38_GR_chr10_62765576_62765640_65_-	snoRNA	69.37720612265728	62.24670400880093	51.01406693727869	50.839236993259945
URS00002AA259_GR_chr10_62765579_62765606_28_-	snoRNA	1.7342866477275962	1.7329542841888101	NA	NA
URS0000092302_GR_chr10_63429476_63429557_82_-	tRNA	2.8754369507134854	1.9293885545605372	18.130804654238137	22.12639953988534
URS00001CE4E0_GR_chr10_80248964_80249036_73_-	tRNA	2.5597493652815677	3.168992726712661	2.8090139738678688	4.328818993989814
URS00006AC861_GR_chr10_81178950_81179013_64_+	snoRNA	21.612331762912238	23.712895368304345	60.457693526110674	84.89969410520885
URS000004BFD4_GR_chr10_81178961_81179013_53_+	snoRNA	57.806151425767126	89.03616422540381	36.72027040412814	59.71472491058157
URS0000EFCAB5_GR_chr10_81271609_81271675_67_+	precursor_RNA	21.26792303308738	12.703999228357326	9.013489193158474	6.051025649335286
URS000075A8DE_GR_chr10_81416240_81416297_58_-	precursor_RNA	7.576706219441381	4.023877813142512	4.734934196406034	2.709576235597029
URS000038F4B2_GR_chr10_91181412_91181483_72_-	tRNA	1.7751041292713843	2.570084682557675	5.3407775839461795	5.627247926087911
URS000013899F_GR_chr10_91182097_91182168_72_-	tRNA	14.41618342893165	16.717221326780148	11.986799678901635	13.718042565580639
URS0000EFDB10_GR_chr10_92072103_92072163_61_-	precursor_RNA	8.208531923398153	6.59572587332673	2.073102514426449	1.6853564185413523
URS0000759941_GR_chr10_93433107_93433162_56_+	precursor_RNA	2.008283588536816	2.2533712271338358	2.7382751979215616	3.595065749390139
URS000075B3F5_GR_chr10_93963768_93963863_96_-	precursor_RNA	17.101148667279432	19.107022330539234	15.635551380132116	16.65630703546206
URS0000EFCCB4_GR_chr10_93963782_93963838_57_-	precursor_RNA	14.027338320702441	9.945442075342386	15.112997196528752	16.324654904224982
URS00003DDE27_GR_chr10_93963783_93963803_21_-	miRNA	19.261170712615684	21.24600938690987	11.690153199126799	13.318109113206518
URS000075E0BA_GR_chr10_122985640_122985724_85_-	precursor_RNA	1.456034483106309	1.306142739331014	628.1785855711923	448.3839269580791
URS0000237CBD_GR_chr10_122985642_122985663_22_-	miRNA	17.16166642290365	21.889877273128313	4.381240316674498	6.033684361427465
URS0000EFE6E4_GR_chr10_122985642_122985719_78_-	precursor_RNA	2909.8203432956248	1914.4437237867564	628.0439537072946	448.2582026207474
URS000075ACD3_GR_chr10_126710355_126710376_22_-	miRNA	3110.2234070763366	2204.96577420695	61.027026577678534	48.1459182150765
URS00006AB2C9_GR_chr10_126995535_126995608_74_+	precursor_RNA	0.9609830038530542	2.0287480643909133	3228.9684086491097	2645.4893384726884
URS0000EFF006_GR_chr10_126995542_126995602_61_+	precursor_RNA	12061.111847688146	7696.884539281631	3228.8885422891703	2645.250895763956
URS000019B0F7_GR_chr10_126995543_126995564_22_+	miRNA	8401.486310962913	6855.893804525131	6427.876260365036	5261.658894415228
URS000037536B_GR_chr10_126995581_126995602_22_+	miRNA	1.253966647824362	1.5943835627033955	NA	NA
URS000084FCA9_GR_chr10_128084144_128084216_73_+	snoRNA	132.7663803099072	133.94928403646165	54.51221350262348	59.421006846642854
URS0000652809_GR_chr10_128085289_128085360_72_+	snoRNA	12.049705614602404	9.47398376936379	5.12627936010899	4.6604711252268904
URS0000278E1B_GR_chr10_128458464_128458545_82_-	tRNA	2.383891735047559	1.4790872333544427	7.28837581846789	12.055446587418304
URS000075C3EB_GR_chr11_4139364_4139446_83_+	precursor_RNA	2.008283248255024	2.575281955178306	NA	NA
URS00003C028B_GR_chr11_17221289_17221321_33_+	piRNA	10.923960208633396	18.5703832162381	9.132147785068408	13.43516280658431
URS000049128E_GR_chr11_17221483_17221506_24_+	piRNA	1.0041412838457198	2.1728942705934915	7.216496094522449	23.409654845064097
URS0000EFE983_GR_chr11_21344599_21344621_23_-	miRNA	1.0954273191250474	1.0462081733793913	NA	NA
URS00000CF6B1_GR_chr11_33754855_33754881_27_-	piRNA	6.755134964463561	10.301127820713225	35.44583148909548	38.16058787165432
URS000039DEB7_GR_chr11_33754961_33754993_33_-	piRNA	9.49370377269887	8.6915761150796	29.85062250134242	24.63871862553091
mmu_piR_002490_DQ546708	piRNA	13.327699900059223	39.273048849174806	133.47494262668823	255.2399137322517
URS000037A3D6_GR_chr11_33755045_33755069_25_-	piRNA	1.0035696104347422	1.8422517763203896	1.2539018510482485	2.1893375983623997
URS00001BF5DD_GR_chr11_35616840_35616861_22_+	miRNA	2.4620248582111066	1.7411637114605945	4.506744596579237	4.823045699362712
URS0000561D92_GR_chr11_35782400_35782477_78_+	precursor_RNA	8.18212877857401	29.46495741469271	118.3083208742002	117.42761489830407
URS0000476BE1_GR_chr11_35782447_35782469_23_+	miRNA	545.1353277488492	503.7002371861416	232.41909405958646	230.7919492737068
URS000075DF9E_GR_chr11_43374397_43374461_65_-	precursor_RNA	17.623259014370493	23.521411710490295	31.235733372291076	34.93185682931691
URS0000EFCF1D_GR_chr11_43374398_43374456_59_-	precursor_RNA	107.51094438001373	105.67743746785835	27.881346254837165	30.009098724484218
URS0000852125_GR_chr11_48800866_48800932_67_+	snoRNA	272.3125336874457	217.18105139874694	168.02170709246616	140.6421802544052
URS000008A8DA_GR_chr11_48802033_48802109_77_+	snoRNA	80.40313619400123	91.43941964891062	43.285285191145086	55.0770142257337
URS000015031E_GR_chr11_48803139_48803206_68_+	snoRNA	168.23183598406263	123.23901971838225	223.1637238906116	185.22771529590716
URS00006D2A50_GR_chr11_48833891_48833948_58_-	tRNA	103.47208193991197	208.01993995888543	14.085003049309032	21.458759955434235
URS000061F57C_GR_chr11_48834429_48834500_72_-	tRNA	4.805401962509979	4.005352191472993	74.84162495119281	183.80031053499465
URS00000BA6C6_GR_chr11_48856280_48856351_72_+	tRNA	10.971066097697936	32.61943137542519	32.507890391325475	65.42217629324315
URS000061D582_GR_chr11_48856637_48856709_73_+	tRNA	1.5202031220795635	2.5599841948032305	250.32513195799524	281.89347324657257
URS000063F2FE_GR_chr11_50069702_50069799_98_+	precursor_RNA	1.8422461505453063	1.5427996888316258	45.39033424954728	49.58741277241411
URS0000EFF212_GR_chr11_50069719_50069784_66_+	precursor_RNA	15.746808418631952	15.752292964263667	45.39033424954728	49.479029722990234
URS0000007FBA_GR_chr11_50069720_50069741_22_+	miRNA	82.27741579190523	86.84287745501724	40.19902085348765	44.95403740954319
URS000075B7F3_GR_chr11_50069762_50069784_23_+	miRNA	13.053832606612849	8.772044365970665	4.649363096470984	3.4682575815641976
URS000075D11E_GR_chr11_52126746_52126836_91_+	precursor_RNA	1.2230380954451066	1.329868535504258	3.0805595976617566	2.276044037901505
URS0000EFF451_GR_chr11_52126758_52126825_68_+	precursor_RNA	2.428386982201969	1.5673244701499733	3.0041160817197796	2.203427394787504
URS000015882D_GR_chr11_52126804_52126825_22_+	miRNA	3.560138021522371	1.9314614663837297	1.977262882499194	1.4815962856244556
URS000063A29D_GR_chr11_56263165_56263240_76_-	snoRNA	4.619530519693683	3.9859327898106462	10.503567280027456	11.169957073625195
URS0000044E25_GR_chr11_60728698_60728718_21_+	miRNA	5.294560441685075	8.933006017406269	1.8757185105762697	3.4986048354028845
URS00001A72CE_GR_chr11_61407916_61407987_72_-	tRNA	1.7994359788261112	2.507695163339717	3.5369387973153503	5.122182915772624
URS00006E5B22_GR_chr11_62603074_62603150_77_+	snoRNA	8.59310751598002	5.077311352993504	46.22094439291683	48.137247571122586
URS00000672D4_GR_chr11_62603095_62603150_56_+	misc_RNA	153.43885546403814	168.43230473459442	42.68856938759801	45.83519160135935
URS0000684B8D_GR_chr11_62603450_62603521_72_+	snoRNA	19.0468391215411	19.16662442983007	114.18949859732652	105.89132311762614
URS000033D40A_GR_chr11_62603460_62603521_62_+	snoRNA	168.72766670862015	143.80043038797197	100.94309232738097	92.34235810914676
URS000017E90A_GR_chr11_62604530_62604586_57_+	snoRNA	42.082092546355945	37.017432531820894	16.208307275697376	15.932308265310533
URS00005FAA14_GR_chr11_65734742_65734763_22_-	miRNA	11.501986340390308	13.278796493181982	5.020171196189529	6.37617479760693
URS0000EFF265_GR_chr11_65734742_65734820_79_-	precursor_RNA	71.99177182213394	63.8252303925551	91.76872946634461	68.37886588152664
URS00002ED61F_GR_chr11_65734799_65734820_22_-	miRNA	135.40914073784418	73.63043928983089	86.55916090229883	61.71330834195794
URS0000610FFE_GR_chr11_69037003_69037076_74_+	tRNA	18.022175783086666	20.50247632584187	49.0402268987769	52.03361819791111
URS000038D8D3_GR_chr11_69037477_69037558_82_+	tRNA	5.968564414072838	5.489525781027601	55.4694688738969	68.15559679971344
URS00000A1A88_GR_chr11_69037853_69037926_74_+	tRNA	3.555254297240021	3.9092766460102037	3.0372035736946654	2.9967913165703144
URS00000BA6C6_GR_chr11_69040385_69040457_73_+	tRNA	93.65196694138027	108.87687481740029	4.4862075325948245	8.221938129295626
URS000065BDE1_GR_chr11_69123482_69123568_87_-	tRNA	1.3547557327158126	1.784587167641716	2.931095409775205	2.497145458726222
URS00001B506A_GR_chr11_69124241_69124322_82_+	tRNA	3.7786469118785946	9.177485154001397	3.8484176010789275	4.884824037534325
URS0000415026_GR_chr11_69124607_69124678_72_-	tRNA	11.241221597354462	11.154898584035136	93.05914165336513	190.82244830716792
URS000075BACC_GR_chr11_70012043_70012131_89_+	precursor_RNA	1.9349103270832404	2.7622315818743406	5.944339075488057	8.423530601224044
URS0000EFC9CA_GR_chr11_70012059_70012116_58_+	precursor_RNA	4.5394819503215675	5.0375229890342945	4.765739792382651	8.199177688916611
URS000005481D_GR_chr11_70012060_70012082_23_+	miRNA	2.197763719759908	7.65196102008886	2.7006239139501402	5.602319824720418
URS000075BA95_GR_chr11_70012095_70012116_22_+	miRNA	3.5601165837694597	4.1043305873237435	1.922497378540763	2.5058161026801327
URS0000EFDF05_GR_chr11_70234729_70234791_63_+	precursor_RNA	35.4442057567931	36.509442419577006	130.17760290919102	142.66027263467782
URS00002AE1D6_GR_chr11_70234730_70234751_22_+	miRNA	278.39436600029535	281.693299066965	129.17699151395053	140.92614384389574
URS00006581B8_GR_chr11_70235053_70235129_77_+	precursor_RNA	5.424483773065255	5.6388876384437365	69.38332972333583	78.2102922947669
URS0000EFBD25_GR_chr11_70235061_70235122_62_+	precursor_RNA	116.88894043348539	111.61990109209832	69.38332972333583	78.14526246511257
URS0000072D03_GR_chr11_70235062_70235083_22_+	miRNA	147.24851137102198	161.49745609730076	62.71334772039856	69.92982731878237
URS000075E232_GR_chr11_70235100_70235122_23_+	miRNA	13.053601895557705	16.900057372975283	3.7263361651715914	4.931428748786593
URS0000513774_GR_chr11_74319886_74319911_26_+	piRNA	1228.8507022484378	771.3444503694393	12.777476642301485	12.599529495526186
URS0000711FAF_GR_chr11_74905424_74905516_93_+	snoRNA	41.571771942520925	52.712984975955465	21.13263883995965	26.07045870842038
URS00001E7377_GR_chr11_74905446_74905505_60_+	snoRNA	11.92159768658387	8.932825133360103	4.965405692231099	4.083873302291843
URS0000EFCBAF_GR_chr11_75173402_75173464_63_+	precursor_RNA	2.1784483043865075	3.1213292969003392	2.4016955381770364	4.210681470117784
URS00005D93A0_GR_chr11_75173443_75173464_22_+	miRNA	6.755132922772808	9.898736266950953	1.8722956665788677	3.143108433292554
URS000021A282_GR_chr11_75173682_75173747_66_+	misc_RNA	24.00814663167839	30.661988382410133	18.112549486251996	24.895586452665505
URS00005C1B5F_GR_chr11_75173723_75173744_22_+	miRNA	34.50593145834575	44.18214029625271	17.359523806823567	23.687115451589232
